H_TENURE,GEREG,HEFAMINC,HH5TO18,HNUMFAM,H_NUMPER,H_YEAR,H_MONTH,HHINC,HWSVAL,HSEVAL,HEARNVAL,HFRVAL,HANNVAL,HCSPVAL,HDISVAL,HDIVVAL,HEDVAL,HFINVAL,HINTVAL,HOIVAL,HOTHVAL,HPAWVAL,HPENVAL,HRNTVAL,HSSIVAL,HSSVAL,HSURVAL,HUCVAL,HVETVAL,HWCVAL,HPROP_VAL
2,3,10,1,1,6,2020,3,16,39000,0,39000,0,0,0,0,0,600,0,0,0,600,0,0,0,0,0,0,0,0,0,0
1,3,6,0,1,1,2020,3,7,0,15001,15001,0,0,0,0,0,0,0,18,0,1618,0,0,0,0,0,0,1600,0,0,340000
1,3,11,0,1,2,2020,3,22,0,0,0,0,0,0,0,0,0,0,1511,0,53537,0,18000,0,0,34026,0,0,0,0,238000
1,3,13,0,1,2,2020,3,32,69000,0,69000,0,0,0,7357,0,0,0,3100,0,10457,0,0,0,0,0,0,0,0,0,129000
1,3,10,0,2,2,2020,3,15,36000,0,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000
1,3,14,0,1,2,2020,3,41,175000,5000,180000,0,0,0,0,0,0,0,1125,0,1125,0,0,0,0,0,0,0,0,0,280000
1,3,16,2,1,4,2020,3,41,267000,0,267000,0,0,0,0,5000,0,0,20000,0,25000,0,0,0,0,0,0,0,0,0,1600000
2,3,1,0,1,1,2020,3,6,3400,1,3402,1,0,0,0,0,10000,0,0,0,10000,0,0,0,0,0,0,0,0,0,0
1,3,8,2,1,4,2020,3,15,30000,0,30000,0,0,6000,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,60000
1,3,-1,0,0,0,2020,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,2,2,1,3,2020,3,10,24657,0,24657,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2,3,9,0,1,1,2020,3,11,25000,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,6,0,1,1,2020,3,7,0,0,0,0,0,0,0,0,0,0,0,0,16800,0,0,0,0,16800,0,0,0,0,30000
1,3,12,0,1,2,2020,3,10,0,0,0,0,0,0,0,76,0,0,19,0,22895,0,0,0,0,22800,0,0,0,0,350000
2,3,7,0,1,1,2020,3,16,0,0,0,0,0,0,0,0,0,0,6,0,38262,0,20100,0,0,18156,0,0,0,0,0
1,3,15,1,1,4,2020,3,41,130000,0,130000,0,0,0,0,0,0,0,801,0,801,0,0,0,0,0,0,0,0,0,100000
2,3,12,3,1,6,2020,3,41,115000,0,115000,0,0,0,0,0,0,0,20101,0,20101,0,0,0,0,0,0,0,0,0,0
1,3,12,0,1,2,2020,3,20,0,0,0,0,0,0,0,1200,0,0,303,0,49089,0,0,0,0,35586,0,0,0,0,125000
2,3,7,0,1,1,2020,3,11,0,0,0,0,0,0,0,0,0,0,3,0,25629,0,8400,0,0,17226,0,0,0,0,0
1,3,16,2,1,4,2020,3,41,147000,0,147000,0,0,0,0,75,0,0,81,0,156,0,0,0,0,0,0,0,0,0,800000
2,3,4,0,2,3,2020,3,19,45000,0,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,-1,0,0,0,2020,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,14,0,1,2,2020,3,41,31545,0,31545,0,0,0,0,0,0,0,112365,0,164637,0,52272,0,0,0,0,0,0,0,175000
1,3,16,0,1,2,2020,3,24,0,0,0,0,0,0,0,3050,0,0,276,0,57959,0,8400,0,0,41466,0,0,0,0,250000
2,3,7,1,1,3,2020,3,15,28000,0,28000,0,0,0,0,0,0,0,0,0,8400,0,0,0,8400,0,0,0,0,0,0
2,3,-1,0,0,0,2020,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,15,2,1,4,2020,3,33,80000,0,80000,0,0,0,0,0,0,0,265,0,265,0,0,0,0,0,0,0,0,0,260000
2,3,15,0,1,2,2020,3,41,138000,0,138000,0,0,0,0,0,0,0,2502,0,5502,0,0,0,0,0,3000,0,0,0,0
1,3,15,2,1,4,2020,3,41,125000,1000,126000,0,0,0,0,0,0,0,700,0,700,0,0,0,0,0,0,0,0,0,450000
1,3,16,0,1,2,2020,3,41,380000,0,380000,0,0,0,0,40000,0,0,10160,108,50268,0,0,0,0,0,0,0,0,0,260000
1,3,12,0,1,1,2020,3,5,0,0,0,0,0,0,0,0,0,0,0,0,11076,0,0,0,0,11076,0,0,0,0,139000
1,3,-1,0,0,0,2020,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,15,0,1,2,2020,3,41,144600,0,144600,0,0,0,0,530,0,0,2751,0,3281,0,0,0,0,0,0,0,0,0,400000
1,3,13,0,1,1,2020,3,30,68000,0,68000,0,0,0,0,1,0,0,5021,0,5022,0,0,0,0,0,0,0,0,0,125000
1,3,4,0,1,2,2020,3,4,0,0,0,0,0,0,0,0,0,0,0,0,7626,0,0,0,0,7626,0,0,0,0,50000
1,3,10,0,1,2,2020,3,18,0,0,0,0,0,0,0,0,0,0,243,0,43029,0,0,0,0,42786,0,0,0,0,150000
2,3,11,1,1,3,2020,3,21,51181,0,51181,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0
2,3,7,2,2,5,2020,3,9,20000,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,15,0,1,2,2020,3,41,72004,0,72004,0,0,0,0,0,0,0,772,0,28372,0,27600,0,0,0,0,0,0,0,200000
2,3,1,0,1,1,2020,3,12,5000,0,5000,0,0,0,0,0,6000,18000,0,0,24000,0,0,0,0,0,0,0,0,0,0
1,3,11,1,1,2,2020,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220000
1,3,4,1,1,2,2020,3,10,3000,10000,13000,0,0,0,0,200,0,0,10050,0,10250,0,0,0,0,0,0,0,0,0,160000
1,3,15,2,1,4,2020,3,41,115000,0,115000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269000
1,3,-1,0,0,0,2020,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,16,0,1,3,2020,3,20,45000,0,45000,0,0,0,0,0,0,0,1,0,3229,0,0,0,0,0,0,0,3228,0,0
